reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1KFSMS14CY4ON,B00000J4GE,"xenasculee ""Crystal""","[2, 2]","I got these to label 40 Dvds that I was mailing out for a fundraiser convention. Creating the design wasn't too horribly difficult. But after printing, it took a few minutes EACH label, to tear out and put together into a CD case. I wasn't expecting the puzzle... There are several different tear-lines; you end up with more ripped off bits and pieces then actual pieces for the case. Then getting it to go together in the case was like a game. If I had just been making a personal cover/label for my own dvd, it wouldn't have seemed like such a hassle. But making 40, I had to do it over the course of 3 days. It was quite tiring.I guess, for the price I paid, they at least got the job done. But don't expect an easy process, is all I'm saying. I felt like I 'signed up' for something I hadn't quite bargained for... 'Course, I've also never assembled my own cd cover before, so it could very well be like this with all of them.",3.0,Complicated Assembly,1315440000,"09 8, 2011"
A3ST3KY96FDE6I,B00000J4GE,Yoshi 09,"[0, 0]",Software that you download is a little tricky but once you get used to it it works as it says.  Paper isn't the heaviest of card stock but that's ok.  Serves its purpose.  I would buy again.,4.0,What I expected,1346976000,"09 7, 2012"
A1XFI340SHOS5K,B00000J4GE,Zenpony,"[0, 0]","I used these to make covers for slim lined cd jewel cases. The photo and music list lined up perfectly, without adjustment because I used Memorex jewel cases. The only issue I had was with the design software. I never could figure out how to import the list from my burn program into the templet for the covers. All the icons and instructions were clear, but the did not work. I could see the list download from the cd in the drive, and it showed up in the software library, but it would not insert into the proper frame on the cd cover.  Ended up typing it in manually. Also missing was any button to control the layers between the text and the photo. it defaults to placing text first then inserting your photo. I could not find a way to bring the text to the foreground. So I reversed the process, placing the photo first and then the text on top.The paper quality was thick enough for use in the slim case, however I wish it had a gloss to it. The photo came flat and a bit muted, even after changing out all the ink in the printer.Used this for a give away music cd for a party. It was fine for what I was doing, however I would not use it on a professional work project.",4.0,Easy to line up,1380672000,"10 2, 2013"
A3KYYFT538CZ0O,B00000J4L8,A Customer,"[2, 2]","As a network administrator in an enterprise enviornment I agree that generally you wouldn't use this card in a corporate enviornment.  But large companies buy products in bulk and they get the deals that the everyday user doesn't get.  But, in all honesty you could probaly run this card with no problems on an enterprise level network -- the performance is great especially for $15.But for general networking in a medium sized/soho enviornment you can't beat it.  This card seems to work with every system I have installed it on -- no matter the platform or OS.Its cheap, well documented, and easy to install.  Is there anything else really to say?",5.0,Great Medium Sized Company/SOHO Card,987206400,"04 14, 2001"
A1J87C2DKBO441,B00000J4L8,A. Evans,"[10, 10]",Others have written about poor manuals and shoddy components.  This might be true.  I'm not a beginner with network software or hardware but I'm hardly a pro either.  I had zero problems installing this (manual seemed  fine to me) and haven't had any problems using it since.  BTW I use it to  hook into my DSL connection.  If it didn't work I'd just send it back  (Amazon's always been great about this).  And the price is just too hard to  pass up.,5.0,Worked fine for me,958262400,"05 14, 2000"
A2S67FYOJ408L0,B00000J4L8,"D. Baltezore ""dbalt""","[1, 1]","I have 3 of these nic's running here at home and I also have a 10/100 4-port hub from Netgear. It was so simple to install. I tried another brand  nic first and could not get my computer to boot up on them. I took them  back and got Netgear FA-310TX. Plugged them in and it worked the first  time. I don't know about you, but I hate &quot;hard to install  hardware&quot; A great buy at Amazon... !  I need one more so I am buying  it here. Thank's Amazon",5.0,Easy To Install And Works The First Time,964396800,"07 24, 2000"
A2QGQ5KO0RRENL,B00000J4L8,Jim Grey,"[0, 0]","I'm moderately comfortable with my PC's innards, but I'm no hardware guru. Therefore, I was extremely pleased when this card installed with the ease the documentation (and other Amazon reviewers) promised. The low price was icing on the cake.",5.0,Awesome card at a great price.,969926400,"09 26, 2000"
A3C1MJ6AYAJ1PP,B00000J4L8,"Jon ""Jon""","[25, 36]","Ok...the fellow that reviewed several before me made a good point.  You don't want to use this in an enterprise environment...DUH!  I'm an MCSE and I wouldn't recommend this card to any company, BUT, for the home there is  absolutely nothing wrong with this card.  It works and you can get 2 or 3  at the price of one of those big dog names.  Do those work 2-3 times  better?  No, they don't.  I have 3 PC's of my own at home...6 altogether in  there and all have different NIC cards.  NetGear performs just as well as  the others and I wouldn't complain if I had one of their cards in every one  of those machines.So, in short, setting up a corporate LAN/WAN?  Then  don't pick up one of these cards.  Got a couple of computers or just one  and want to play network games with friends...save a few bucks and go buy  one of these and use what you saved on something else.",3.0,Why not pay less for something that is going to &quot;just&quot; work?,958521600,"05 17, 2000"
A3PLX6PTM2ERKL,B00000J4L8,Kenneth L. Schwartz,"[1, 1]","Simply put, the Netgear FA310TX works. It is an extremely simple card, but not much is required in a ethernet card. Those of you needing WOL support (why?!) should not purchase this card, as it does not support it. The speed and throughput is consistant with more expensive cards, my LAN does not require speeds up to 100Mbps anyway, but it is good to know it is there. The cards are good priced, so it will not cost much to outfit a small network with these cards, I have one in every desktop in our LAN. They work, what more could you ask?",5.0,"Simple, Cheap and Effective",994032000,"07 2, 2001"
A3I28B9NJBGB5O,B00000J4L8,"Morgan Kingston ""mad maven""","[0, 0]","Can't be any finer with how compatible it is, and how bullet proof they made these.  I'm glad that these were available still, they are prefect for 100Mbps network access.  I wish they would get into fiber at a systematic speed sheet.",5.0,Still my favorite.,1367625600,"05 4, 2013"
A1F9YNY2KTBO5H,B00000J4L8,Robert L. Cochran,"[4, 4]","I use this card for my home network, and it has never given me trouble. I reccomend it for people wanting to quickly get a home network up and running. Provided you pay attention to the network configuration requirements for your particular OS, this card is most unlikely to give you trouble. If you think you have a card problem carefully recheck your config work a few times first before blaming the card.This card works great in Red Hat Linux AND Windows. It is the only Netgear card certified for Red Hat Linux 7. As a matter of fact I'm ordering a 4th FA-310TX card to replace a Linksys card right now. I'm involved in Linux and am presently converting an Emachines box to a 100% Red Hat Linux 7 machine. I ran into trouble with the Linksys FastEthernet 10/100 (Version 2) card in this box. It turns out Red Hat 7 can see that card, but not the Linksys chip, so I need to replace it. End of my use of Linksys cards (but they work just great in Windows networks and I have a complete Linksys-based network running for a client as well.) I'll probably stick to Netgear in the future.",5.0,"Works Well With Red Hat Linux, Windows 9x",980467200,"01 26, 2001"
AQL2WVOAADPE2,B00000J4L8,Ryan,"[1, 1]","Work well in Linux, 98, ME, NT and Win2K.  I use these cards and the Linksys PCI cards all over my network, both work great.",5.0,"Solid cards, Use tulip driver in linux",969753600,"09 24, 2000"
AN30G4IKL1BMZ,B00000J4L8,Stanward S. M. Oshiro,"[0, 0]","This NIC is very robust as it is easily installed in any Windows computer or even a Linux box.  Netgear's website is done very well, in which you can get tech support issues resolved quite easily.I never had to contact tech support due to any of their items that I have purchased.  Their web site support is superb.I highly recommend any of Netgear's products.",5.0,Affordable and very robust,991526400,"06 3, 2001"
A39239F78V03U4,B00000J4L8,Steve Bradford,"[11, 23]","I work in Cable Modem operations. We have some  customers who buy cheap, and often problematic NIC's, ony to face hours of endless troubleshooting on NIC issues. The NetGear FA-310 is one of their biggest problems. Made of  flimsy greenboard and &quot;? &quot; type Chinese components, NetGear's  crusade of inexpensive NIC's has made a joke of consistentcy. The price may  be attractive, yet you would be hard-pressed to find any company who would  commit to using NetGear NIC's throughout their operation: Simply because  the service and quality is inconsistent. NetGear's customer support is  short of laughable, as well.You get what you pay for. From my point of  view, I would avoid NetGear, Linksys, or any other &quot;Off-Brand&quot;  NIC and consider looking for one more dependable. You may pay a little more  for a 3Com, Intel, and SMC, but they are worth the price. They offer the  consistency and stability every NIC user should demand - Not just a  discount price.",2.0,Iffy Quality &amp; Stability. Skip this one!,953942400,"03 25, 2000"
AJ6SPK7Y38RKW,B00000J4L8,tim747,"[1, 1]","I have bought over 5 of these for home and office use. They work flawlessy and for the price you cannot beat the functionality. I was running Windows 95 or Windows 98 on all the computers.  Setup was a snap.  Just pop in the card to an empty slot.  Then install the drivers from the floppy disk that comes in the package.  Worked flawlessly everytime.  I had no problems hooking up the ethernet card to a Linksys DSL/Cable Router, Netgear ethernet hubs, or a college dorm ethernet connection.Get this card and you will get the convenience of file and print sharing when used in conjunction with some sort of hub and windows network neighborhood.  Anyone with little to no computer expertise can do this just by following the instructions.  It may be a little difficult if you are scared of computers, but it can still be done.  Just follow the pictures that come on the step by step setup foldout.",5.0,Great Value and Works Flawlessly with win 95/98,976579200,"12 12, 2000"
A1JSO7PPEA0W72,B00000J4LQ,Bibliophile,"[17, 17]","I took this hub out of the box, plugged it in, connected it to our internal network and my two PC's about two months ago, and it has worked  flawlessly ever since.  All without reading the manual!  This hub is  perfect for me because I occasionally attach a legacy 10Mbps device and  don't need more than three ports (other than to link to our existing  network).One warning - if you have other Netgear hubs and equipment,  keep the power supplies separate.  I had a single-speed 100Mbps hub and got  the power supplies mixed up.  The unit looked like it was working but  actually wasn't.  The power supplies look similar, the plugs are the same,  but I think the current and/or voltages are different.Other than that,  this is a great product.  As I said earlier, it just works.  When you  factor in price, you can't miss.",4.0,The thing just works!,941500800,"11 2, 1999"
A3NVZTGPORNPRW,B00000J4LQ,B. Pearce,"[1, 1]","This is a network &#34;hub&#34;, not to be confused with a network &#34;switch&#34;.  A switch and a hub basically do the same thing, except a hub sends all traffic through every port whereas a switch is more intelligent and only sends traffic to the port that is required to reach the intended destination.  Therefore, a switch almost always provides better performance.  A switch is probably what you actually want.This hub does exactly what it is supposed to.  Every connected device can see the network packets sent by every other connected device, which allows you to analyze the packets if you so choose.",5.0,Good for packet sniffing,1368748800,"05 17, 2013"
A2S67FYOJ408L0,B00000J4LQ,"D. Baltezore ""dbalt""","[3, 4]",This is a great hub. Work well. This is part of my first network that I installed myself. I used all Netgear compnents and I am pleased with the simplicity of the installation. Just plug and go. I do recommend the  Netgear FA310TX Nic's also.,5.0,"Very Nice Unit, Works Excellent, Simple To Install",964483200,"07 25, 2000"
A30NZYWSJ5WT7I,B00000J4LQ,J. Gabrielson,"[2, 4]","I got this hub in the mail, plugged in the power, plugged it in to my DSL modem, plugged by PC and laptop into it, and everything just worked!  No configuration or anything (despite my DSL setup), basically no problems of any kind.  Can't beat that!",5.0,Works like a champ and extremely simple to set up,1036022400,"10 31, 2002"
A8CIFOCCN9G1P,B00000J4LQ,"Longhorn ""go Texas!""","[9, 9]","These days, there is almost never a reason to buy a hub...  For most applications, everyone should be buying a switch.I just bought for of these for our lab, because nothing beats a hub for allowing you to sniff network traffic when debugging network software.For someone wanting a REAL hub, the DS104 is a real hub!",5.0,When you need a hub instead of a switch,1320883200,"11 10, 2011"
A3EQQHWJ1EEYEU,B00000J4M9,Burt Bicksler,"[0, 0]","I needed another Ethernet Hub for a software development project I'm working on.  Hubs are difficult to find these days as low cost network switches are a dime a dozen, and provide isolation between network ports.But for network hardware development you do not want this isolation when you are trying to monitor network traffic between devices.  That is where an Ethernet Hub comes in.  Yes you can use ""managed"" network switches but those are more expensive than the garden variety network switch.This Hub was available at a fair price, and works fine.  If I need another one I would purchase again.",5.0,"Hard to find, at a fair price",1368662400,"05 16, 2013"
A38HCBJDXTSWKK,B00000J4M9,Howdy,"[0, 0]","While I have never really found huge differences in hubs based on the name brand, I have generally been very happy with this Netgear Hub and my new Netgear Router.  It is built very solid (which is not true of all hubs) and seems to stand up well to some heavy use.  (I'll sometimes have to take it into work and I move it around frequently when I rearrange my office...so it gets more `mileage' than most hubs!)The one weakness I've found with Netgear is the Tech Support.  Their web site is not the most user-friendly site and it can be a bit of an effort to find a driver or anything.  But it is all there and you can get PDF copies of the manuals and such, so that is helpful.  The one time I've had to contact Netgear phone support (related to a wireless network card) it was not impressive at all.  But for this hub, you should have no need for Tech Support and it is an excellent hub.",4.0,"Great Hub, Netgear Tech Support could be better.",1017964800,"04 5, 2002"
A2QGQ5KO0RRENL,B00000J4M9,Jim Grey,"[4, 4]","I bought this hub to connect the computers in my home so they could share a cable modem. I looked at a lot of 10Base-T hubs, and found this one to be among the least expensive with the best satisfaction ratings. I am especially impressed with the hub's small size and metal case -- other hubs are larger and have plastic cases.To me, the best recommendation for a piece of network hardware is that you never have to think about it, it just works. This hub gives me that in spades.",5.0,The best hub for a home network,974419200,"11 17, 2000"
ACDUPC4QGE99F,B00000J4M9,Joseph Chiu,"[57, 59]","Our office used to use a handful of the EN-104 4-port hubs and some of the EN-108 (the 8-port version of the same product).As 10 Mbps hubs go, the EN-104's are really nice.The quality of NetGear equipment has always impressed me:-  Nice sturdy metal construction instead of plastic.-  Status indicators built into the jacks, so you can easily tell which cable is connected and is active.-  Right-angled barrel power connector which reduce the likelihood of disconnecting power accidentally.-  With an easy-to-access switch, Port 1 toggles between station mode and uplink mode.  Unlike some hubs where two jacks are wired together, this design prevents accidentally shorting a station to an uplink.-  Screw-mount notches on the underside allows for easy attachment to the wall, underside of a counter, etc.If you want to set up a network without spending much, these hubs work well.  However, I suggest you buy a 10/100 Mbps hub instead.Here's why:Practically all new networkable devices today support 100 Mbps (FastEthernet) as well as 10 Mbps (Ethernet).  The EN-104 hub (and other 10 Mbps hubs) will limit you to the slower speed.As 10/100 Mbps hubs are readily available today, and are quite affordable, I think your money is better spent on the faster hub.Is there a noticeable difference between 10 Mbps and 100 Mbps?  It depends on your usage, but if you regularly work with files larger than about 300 KBytes or larger, you'll notice a tangible difference.  For truly large files (like graphics/movies, or when installing an application via a network drive), a 10 second transfer at 100 Mbps will take well over a minute at 10 Mbps.If the NetGear 10/100 hub (DS-104) is a bit too pricey for you, you might consider the Linksys EFAH05W 10/100 hub.  Though not as &quot;nice&quot; as NetGear equipment, the Linksys 10/100 hub is only a few dollars more than this NetGear 10 Mbps hub.",4.0,"A solid hub, but 10 Mbps is too limiting today.",969753600,"09 24, 2000"
A3TUZOJZM9008Y,B00000J4M9,"Michael A. Brown ""maniacmedia""","[11, 11]","My cable modem makes for great, fast internet access... for one computer. But what about downloading updates for my iBook without disconnecting my iMac? This hub has done that with ease. Easy to follow instructions had my home network up and running within ten minutes. Never a problem since.",5.0,"Excellent, inexpensive home network solution.",1016582400,"03 20, 2002"
A3A15L96IYUO6V,B00000J4M9,Michael Smith,"[2, 2]","For just a simple 10 Mbps hub, this is an excellent one for the price. It is compact and sturdy, especially with the metal casing. Link and status lights are handy along with the Normal/Uplink switch. No software installation needed - plug the power in and the CAT cables and you're all set!",5.0,What else can you ask for?,992217600,"06 11, 2001"
A2RU2K55M9S25C,B00000J4M9,Mike Paradis,"[0, 0]","A great hub that allows you to share an uplink onto another network with 3 computers or have a local network of 4 computers.  Either way, the hub has been very reliable and performance has been as promised.  Netgear is known for making quality Ethernet products and this is just another one of them.",4.0,Just wish it was cheaper,1007683200,"12 7, 2001"
AJ6SPK7Y38RKW,B00000J4M9,tim747,"[7, 8]",I have bought two of these for home and office use.  They work flawlessy and for the price you cannot beat the functionality.  I was running at least Windows 98 on all computers I hooked up to the ethernet hub.  Windows makes it easy to set up file and printer sharing.After you are hooked up to a network you will not need to swap disks all the time in order to exchange information or to move files for printing.  You can transfer a hundred megabytes in a minute or two depending on the kinds of files.Setup is a breeze if you have ethernet cards installed already.  Even if you do not have cards installed already there are instructions to walk you through step by step.,4.0,Great for Home Network!,975974400,"12 5, 2000"
A25C1PGDWZ5G3V,B00000J4VK,"D. Mantelli ""I am part of the Amazon Tribe kn...","[0, 0]",This sturdy case has outlasted many cameras and I find it adequate for carrying my camera around.,4.0,Still have this case all these year later,1281312000,"08 9, 2010"
AAXG160ES9P7G,B00000J4VK,Joe Pillera,"[0, 0]","I have the Kodak DC 3400 camera - and this carry case is perfect for it.  This case is compact - but yet large enough to take everything along that I need:  extra batteries, PC cables, the camera's manual and CD disk, and a Kodak AA battery charger.It works so well with the DC 3400, it's almost as if it was made for it.  Good case for the money.To see if this case is right for you, compare your digital camera's dimensions to Kodak's DC 3400.  If the cameras are similar in size, you're all set.",5.0,Great For Kodak Digital Cameras,1006128000,"11 19, 2001"
A3TPM2VJA0X1Y2,B00000J4VK,J. Ustica,"[5, 5]","This case is the perfect size for the D-460 and accessories (case is approx 7&quot; tall X 3.5&quot; wide X 3&quot; deep). The main pouch is well padded and made of soft material. The bottom is reinforced to resist wear. Inside the front zippered pocket, there is a mesh pocket for memory cards, as well as an divided elastic band meant for 4 AA batteries. Inside the flap of the front pocket there is a zippered mesh pouch, which runs the entire legnth of the flap (approx. 6&quot;x3&quot;), for extra accessories.The only thing I dislike is the velcro on the main flap is a bit weak, and seems to come open without much force. I would have rather seen a zipper to keep the main pouch closed.Other than that, this is a fantastic case, and I recommend it.",4.0,"Great case, fits Olympus D-460",989280000,"05 8, 2001"
A2G2QNKDL1Y6AC,B00000J4VK,mister_t42,"[24, 24]","I bought this for a Kodak DC280, and it was OK to use.  I guess that I realized Ithat I wanted a larger style bag, though this one worked if I just wanted to bring along the camera and an extra memory card.  I was never thrilled with it, and then I purchased a new camera (canon G1) that did not fit in this case.  That was when I realized how good life could be with a larger bag.If you want a small case to just carry your camera and a few very small accessories (4 AA batteris and a memory card or two), then this might be the one for you.  But it wasn't the right one for me.",3.0,OK if your camera fits,975110400,"11 25, 2000"
AN30G4IKL1BMZ,B00000J4VK,Stanward S. M. Oshiro,"[14, 14]","This is the best camera bag I have purchased, especially since it has the quality of any other Case Logic product, superb!I own an old Toshiba PDRM1 digital camera, and in this neat little bag, there is a protected pouch for the camera, two storage areas for digital media, and a storage for 4-AA (or AAA) batteries.I think this bag is super convenient, since I can carry my extra SmartMedia cards and spare 4-AA batteries.  The size of the bag is small enough to fit in my travel bag, but yet, has a lot of storage space for all the necessities of a digital camera.I highly recommend for a small digital camera like my Toshiba PDRM1.  Dimensions of my camera: 4-3/4&quot; long by 3-1/4&quot; high by 1-1/2&quot; deep.  This camera is a perfect fit for this particular bag.",5.0,High quality for a camera bag,991526400,"06 3, 2001"
A34HJQ50HKYUQ3,B00000J4VL,"C. W. Toraason ""macboots""","[7, 7]","I bought this bag to use with my Olympus C-4000.  Based on what other reviewers wrote, I expected the bag the bag to be more compact than it is (I could fit two of my cameras in there).  Construction and compartments are excellent, and it's a great bag if you have a few accessories to carry.",4.0,Bigger than I thought,1039564800,"12 11, 2002"
A1IT7KPZW9DY05,B00000J4VL,David Lindamood,"[12, 12]","Alright, it's just a bag, but it's a great bag for the Olympus 3000.  It has room for everything I need for the camera.  The camera itself, battery charger, an extra set of batteries, a couple of extra media cards, the accessory cords for downloading.  All this fits into the bag very securely, without everything banging into each other, because of the pocket dividers.The bag is not too bulky, rather compact with padding.  The zippers function very well.  The pockets designed such that I don't have to worry about things falling out.  Overall, a very good bag to take along with the camera and recharging supplies.",5.0,Great Bag,1007942400,"12 10, 2001"
A1KLBWKUQHSQVW,B00000J4VL,"Eugene Mah ""physics geek""","[12, 12]","Received this bag to go along with my Olympus C-4000.  It's quite a nice bag, relatively compact and easily fits my C-4000 with plenty of protection offereed by the walls of the case and padded divider.  There is plenty of room left for cables, a flash or even another camera if you've got one.  A mesh pouch on the inside of the main compartment flap offers a handy place to store my SM cards.  On the other side, another component offers 4 elastic loops for batteries,  and 2 mesh pouches (1 zippered) for storing more batteries or whatever else you might have.  I can easily store 3 sets of 4 AA batteries in here, with plenty of room for more SM cards.  And to top it all off, a zippered side pouch for another place to put stuff (nothing too thick though).  There's an adjustable carry strap that you can use to sling over your shoulder, plus handles on the top and side, so there are plenty of ways to grab onto the bag.  The only think I don't like about this bag is that mine doesn't seem to want to stand up.  It always ends up rolling over onto its back.  This however is a pretty minor thing.",4.0,"Handy bag, pack in a lot for the size",1041984000,"01 8, 2003"
A1BAT4NZAP6B07,B00000J4VL,"Jesse Roberge ""GreatInca""","[3, 4]","ANd its rain resistant (got stuck in the rain at practice a few times), padded for drop protection and fits a boatload of stuff.  Got my gamboy on one side and my digicam on the other.  AA Batteries in the secret compartment, and money and stuff on the outside.",5.0,Gameboy on one side.  Digicam on the other.  Lots more room,1002499200,"10 8, 2001"
AAXG160ES9P7G,B00000J4VL,Joe Pillera,"[6, 7]","I own the Kodak DC3400 digital camera, and can't say enough about this case.  It has room for my battery charger, extra set of batteries, all PC cables, Kodak's software CD, and the manual that came with my camera.If your digital camera is similar in size to Kodak's DC3400, get this bag.  It's simply the best balance, between compact size - and having enough room for all your accessories.",5.0,Perfect For A Kodak Digital Camera,1004918400,"11 5, 2001"
A36XQ1OK9UUSB0,B00000J4VL,"""twister4533""","[33, 35]","The Case Logic DC70 Digital Camera and Accessory Bag is great for Olympus C-3000, C-3040, C-3030 and the HP c315 xi and  a couple of other HP and Olympus models. However it is not big enough to room the Sony Mavicas. So dont bother getting this for those.I do have a problem with this bag and that is that it seems like the accessories on there are really stuffed onces your camera is placed inside it. Because the camera comes with the USB Cable and the tv connection cable and it's hard to  pack all of them in here with the camera without stuffing them in.....There's place for a battery recharger in there and a set of batteries along with the Compact flash cards. Overall this case is pretty decent although you've got to be careful not to let the case swing about from your arm and hit a wall or something. There are other websites selling this a little cheaper.",4.0,Good Bag  !,993686400,"06 28, 2001"
A2CF6Z5T5AF6NC,B00000J506,buyers2,"[0, 0]",I ordered two and they came in the standard distribution box that stood up to thefreight carrier.Inside the carton was the two seperate retail sales boxes in premium shape.Units worked right out of the box once batteries were connected.Powerchute CD was original older version and the web had the updated 3.0 (2012).Stable angled plug with a very sturdy cord.,5.0,Order Two!!,1375488000,"08 3, 2013"
AEWYZOB8G3MBQ,B00000J506,D. Amini,"[8, 9]","I have owned five of these UPS units over the past four years. I purchased three for my Mac and PC at home. Then I had to purchase two replacements for units that simply quit. Currently only ONE still works! I have very infrequent power outages, perhaps three in the past four years. These units work well to allow you to save your work and shut down. My G5 mac was so power hungry that I had to use one for the computer and another for the 23 inch LCD.  I can't comment on other UPS brands such as Belkin,  but I have seen many competing brands on the web and at the computer stores. There seen to be quite a few dealers selling refurbished APC products but this may be a reflection of APC's popularity rather than the poor reliability of their brand. My experience over the past four years has been mixed. These are not inexpensive units and you have to decide how precious your data becomes. If you really fear the loss of data during a blackout then the answer is clear. I chose to switch to high quality surge suppressors and never work during potential storms. Many users do not have that flexibility so a UPS is essential insurance. The units I puchased were identical and only one unit is still operational after four years. I can accept the need to replace the battery every one to two years; three of the batteries failed and alarms beeped until I bought new batteries. Prices vary from $15 to $50 depending on the vendor. Battery life depends on many factors so I don't begrudge APC for wear and tear on the battery but to have 4 out of 5 units simply stop working is unacceptable. I bought APC branded batteries and can't explain why the recurrent failures. I'm frustated with my APC products but it may be a problem with this model. Just beware of the hidden costs of battery replacement when purchasing an UPS!",2.0,Not Very Durable. Will need battery changes.,1139097600,"02 5, 2006"
A1QRUMZRWUEWEK,B00000J506,David House,"[4, 5]","Had mine since December 1999 but noticed that the battery failed after about 3 years, like the other poster wrote, APC didn't list a replacement at first but now they do and I finally got around to replacing it.  Battery type is RBC2 for those wondering.Solid unit, having a telephone line/out and USB controller is a plus.",4.0,Great item,1106611200,"01 25, 2005"
AOB4X41HYDG3L,B00000J506,KCC,"[48, 49]","I have owned one of these UPS's for about 3 years.  Earlier this year the alarms went off indicating that the battery needed replacement.  I thought that was odd considering the age of the unit.  No problem though,  I'll just log onto APC's website and order a replacement battery.  Wasn't I surprised to see that APC indicates that this model doesn't have a replacable battery.  This didn't make much sense to me since the unit has an access door to the battery compartment.Well,  I removed the battery and found a web vendor that had a replacement for $18.  It is a very common 12volt cell and was available from several vendors.  The unit is back up and working well again.I have experienced several black-outs in the past few years and this UPS can keep my CPU, 19"" monitor, cable modem & network switch operable for enough time to save any work in progress and shut down my system.In closing, it is a well designed unit with adequate power for most home or small office systems.  But I was a little put off by the short life of the original battery and incorrect replacement information listed by APC.",3.0,Solid unit...with a catch,1039132800,"12 6, 2002"
A2CKNYM4Y87MYC,B00000J506,"mdchachi ""mdchachi""","[2, 2]","I have had three of these units for the past 5-6 years (one for my PC, one for the wife's and one for the Tivo & cable box).  We have relatively unreliable power here with it going off an average of once a month -- usually for seconds at a time but occasionally for hours.  Anyway these units have kept our stuff safe and running.  However they don't last too long on battery power.  Just long enough for short power outages or long enough to shut things down.The batteries wore out after about 2-3 years so I replaced them using batteries from a web vendor.  Now the first battery of this second round has failed so I'm buying another round of three batteries.Hopefully these units will last many more years.",4.0,Protects my stuff,1157932800,"09 11, 2006"
A1NVD0TKNS1GT5,B00000J579,"Chad A. Lauterbach ""chadl2""","[32, 35]","This sound card doesn't reproduce MP3 or WAV files any differently than a more expensive card would.  Creative Labs has always made great cards and drivers.  The only thing this card doesn't give you that the more expensive card do is the 3d sound effects when playing video games, and true Dolby 5.1 for DVD playback.  However, I doubt many people are setup for this situation, and many people do not watch DVD's or play games.  If this is you, this card is perfect for you.  If you are a gamer then this card will work perfectly fine.  I personally find the 3d effects annoying, and prefer to play on a card like this.  I highly recomend this card.",5.0,"Easy to Use, Almost everything you could want",971136000,"10 10, 2000"
A304GUEPCPYM3Z,B00000J579,"citan-uzuki ""citan-uzuki""","[13, 14]","I keep a lot of computer equipment at home, due to the fact that I am an A+ technician working to complete my MCSE (microsoft certified systems engineer) credentials.  I bought a pre-owned computer from ebay last month in order to practice setting up computer networks at home.  This particular computer is a business-class desktop, designed more for the office environment rather than the typical entertainment PC that we would normally have at home.  I decided to add DVD capability to this system, in order to enjoy a movie at my work desk whenever the mood strikes me to take a break from work (which happens quite frequently).  I added a Sony DVD player, this particular Soundblaster soundcard, and a pair of Cambridge Soundworks speakers.  Within thirty minutes, I was watching The Lord of Rings.Now, about the Soundblaster.  This is a very good Soundcard for its intended purpose.  Which is to provide basic sound functionality to a desktop computer.  The sound quality is good enough to enjoy listening to stereo sounds from music CDs and DVDs.  But please, do not expect this card to provide you with theatre-like surround sound quality.  This is definitely the wrong price range if you need that kind of quality.I compared the sound quality of this office system to my primary home system.  My home system is a Dell Dimension 8200, with a Turtle Beach Soundcard and the Altec Lansing surround system.  I switched the mode of operation of the Altec Lansings from surround to stereo for comparison purposes between the two systems.  Subjectively, you can definitely tell the difference between the two.I can recommend this Soundblaster to anyone who is simply looking to add stereo sound to his or her desktop computer.  It is inexpensive and easy to install.  It will require the use of one of your PCI slots.  For your information, I installed this card on an IBM 300PL desktop PC.  The system has a Pentium III processor and 128 MB of RAM.  It is running an evaluation copy of Windows 2000 Advanced Server.  The DVD player is a Sony DDU1621 and the Monitor is a KDS 17 inch flat screen CRT.  If you are interested, I wrote reviews on the KDS monitor and the Sony DVD player, here at Amazon.",5.0,An effective basic soundcard,1088121600,"06 25, 2004"
A111XJY4XSDIY9,B00000J579,Cleveland R. Mooney,"[0, 0]","I have owned other sound blaster sound cards. I have found Creative Labs to be the best in the sound card industry. This sound card is to replace and older model.So for, the Sound blaster card is functioning well. I always consider Creative Labs sound cards for all of my sound needs.",5.0,Creative Labs Soundblaster 16 Sound card,1247184000,"07 10, 2009"
AY4B9XKR85TTK,B00000J579,Eugene M Schwarz,"[0, 0]","I installed per instructions, beign always grounded with a wrist strap wired to live ground circuit.  When I turned on the computer it went crazy and burned out the motherboard.  Took it to local tech who said newly installed board was bad and caused the motherboard to short out.  Ruined computer!!!",1.0,Bad out of box board,1289174400,"11 8, 2010"
A7RJ19XG5PDRU,B00000J579,"Keith Tokash ""twigles""","[6, 7]","This is a basic sound card.  Nothing fancy.  The thing that seperates it from the rest is that Creative is a huge company and has drivers available for all Windows (the Linux/BSD world probably supports this thing, I haven't checked).  This is as close to plug and play as you can get.That guy who ranted about this card crashing his system needs to buy a clue and check his IRQs, not to mention dump Windows ME (which *Microsoft* doesn't even stand by).",4.0,"Good low-end, no-hassle card",1025654400,"07 3, 2002"
A3CCYAQRHUTPIQ,B00000J579,Mr. A. Pomeroy,"[4, 8]","Essentially, this is the entry-level, 16-bit audio Creative Labs sound  card. It has a built-in mock '3D' stereo effect, a 128-voice MIDI  wavetable, and it can sample at up to 48khz in 16-bit stereo, and that's  about all there is to it. Whilst it doesn't do anything wrong in itself  (it's plug-and-play, so if you're using Windows it should work out of the  box), the Soundblaster Live isn't much more expensive, and offers  environmental audio.If you only dabble with music and don't play many  new games it's a perfectly adequate solution, however.",3.0,Bathtub,968025600,"09 4, 2000"
